0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,label
-0.06796331457027624,-0.06852493427704168,-0.06963060353744488,-0.07127403801579656,-0.0734254256029744,-0.07605191499219532,-0.0790922991604005,-0.08250510775776991,-0.08620223170467721,-0.09010467423423608,-0.09411487365973781,-0.09811261663556115,-0.10199356213838223,-0.1056327832974461,-0.10890022969592918,-0.11166627191094258,-0.1138209737739894,-0.11526959488074394,-0.11591129617307877,-0.11567135628612024,-0.11450466212357609,-0.11240423996370363,-0.10934213091905307,-0.10537035632181194,-0.10053575256580777,-0.09491543225340779,-0.08857262585993568,-0.08163856199772195,-0.07422312126429478,-0.06642746728239114,-0.05839392644290084,-0.050207877394382074,-0.041980403717658855,-0.03380842854181552,-0.025742654691688203,-0.01787512309930384,-0.010250907935842955,-0.0029127503888236247,0.0040994534682371984,0.010761211455279448,0.017027459634731564,0.022879588334700232,0.028314209618441583,0.03326108433267736,0.03770733750274816,0.04160775662982468,0.04493626441355419,0.04764464103442516,0.04969694378732748,0.05109346526550271,0.05178294146749321,0
-0.07160459898592852,-0.07213208184530544,-0.07317097839281092,-0.07471522537630867,-0.07673814180876444,-0.07920974252816886,-0.08207206521617996,-0.08528710075993035,-0.08877111895512138,-0.0924483996070401,-0.09622596903863948,-0.09998672727418818,-0.1036290419814214,-0.10703149895207972,-0.11006514986835714,-0.112601717798561,-0.11453088100481193,-0.11575834146350517,-0.11618216434193168,-0.11572670813845715,-0.11434443924283658,-0.11202640367064451,-0.10874265174081951,-0.10454296147720554,-0.09947308589810297,-0.09360945424028716,-0.08701500605637448,-0.07982148504599554,-0.07214072111610312,-0.06407632984651924,-0.05577433953511153,-0.04732355416487102,-0.03883930364895055,-0.03042391913144378,-0.02213280300373053,-0.014061367826273248,-0.006258588890418391,0.001228727683154773,0.008359916139248752,0.015109488492077779,0.021435008367387695,0.027318281749946646,0.03275845488177581,0.037690883450059734,0.04210799608731205,0.045968996708974766,0.04925403071644644,0.05191998748742635,0.05393618498368775,0.055306272276619675,0.055981353989478705,0
-0.07459439039972807,-0.07509009392453583,-0.07606688413887529,-0.07751886848134011,-0.07942240966675344,-0.08175030060618202,-0.08444769717978567,-0.08747990109029995,-0.09076736436156187,-0.09423750538399979,-0.09780168155809021,-0.10134574515632533,-0.10477055570803695,-0.1079579951110751,-0.11078008778158038,-0.11310975241645328,-0.11483612259160307,-0.11586517364725243,-0.1160938337176502,-0.11544550499875245,-0.11387025458554037,-0.11135712614908477,-0.10787428672824191,-0.10346934528125365,-0.09818715026165029,-0.09210357132848296,-0.08528138310427728,-0.0778529731223979,-0.06993231687323724,-0.06162559809719949,-0.053082386412313526,-0.04439509198716998,-0.03568316596436988,-0.027054241978270985,-0.018568301658849005,-0.010323851838132723,-0.0023735161950586663,0.005232178497158124,0.012452103161377553,0.019260095566585745,0.025616692599471563,0.03150447282700972,0.03692538958056135,0.04182068829491754,0.04618829006830186,0.04999209181565953,0.05321865024799592,0.05582998805362206,0.0578008108891469,0.0591382539224758,0.05979587855277063,0
-0.07676555462741194,-0.07723264197088313,-0.07815358848595211,-0.07952263268515454,-0.08131907331283497,-0.08351837767799161,-0.08606867340529316,-0.08893839816385068,-0.09205193893336086,-0.0953396788361304,-0.09871697247822228,-0.10207240262822426,-0.10530903771327506,-0.10831174053076278,-0.11095330408290427,-0.11310759330085329,-0.1146629523355839,-0.1155253722986693,-0.11559052367370058,-0.11478075391140655,-0.11304370526433748,-0.11036635490465338,-0.10671506564917882,-0.10213535327649285,-0.09667134443731507,-0.09039848303828221,-0.08337952020760935,-0.07574764033621646,-0.06761918097244128,-0.05910302821896663,-0.050352112929446,-0.041462650973501596,-0.03255806498799504,-0.02375115012421045,-0.015106307190654748,-0.00672482082879771,0.001337340802680602,0.009026328962341821,0.0163008916885092,0.023134544321880036,0.029491139223990593,0.03535440439068767,0.04072936431928506,0.0455633871893075,0.04986002533622003,0.053588105916835285,0.056740710716685065,0.05928494254612719,0.0612009591031126,0.06249947365958473,0.06313655682582993,0
-0.0779633156712915,-0.07840565243684931,-0.07927840844326853,-0.08057592275645423,-0.08228030610804013,-0.08436958119373542,-0.0867946826482357,-0.08952698729446017,-0.09249452445956545,-0.0956304340465603,-0.09885366160620074,-0.10205524736589583,-0.10514012918479929,-0.1079957444895049,-0.1104953877236788,-0.1125135421687051,-0.11393744441472334,-0.11467277425861713,-0.11461375465779447,-0.11368153683930993,-0.1118212822876648,-0.10901780168637543,-0.10523571876713088,-0.10051853991210166,-0.09490985870198797,-0.08848483811335023,-0.08130635824843975,-0.073508574206708,-0.06521040973076024,-0.05652358733684789,-0.04760420056219248,-0.03855246556846829,-0.02949559200501354,-0.020551345436557206,-0.011788337877212972,-0.003310268137713612,0.0048239133343844776,0.012557489747313702,0.01984945133949561,0.02667336997901233,0.03299674641659905,0.038804842187792524,0.04410598674510925,0.048853832396697834,0.053057642858891835,0.056691343740926985,0.05975457041568466,0.06221936401236908,0.06407132724606374,0.06532479110388834,0.06593834363982924,0
-0.0780670668499343,-0.07848896651605501,-0.07932207756500267,-0.08056083371241576,-0.08219003906311637,-0.08419016759360808,-0.08651481217025789,-0.08913810467034836,-0.09199141619117249,-0.09501043802389392,-0.09811726206144171,-0.10120509021237073,-0.10418035835140996,-0.10693259865299655,-0.10933528338743462,-0.11126311151001336,-0.11260181330286896,-0.11325635268095507,-0.11311922803197003,-0.11211019015185919,-0.11017180549229091,-0.10728656133893939,-0.10341736749857552,-0.09860579383365331,-0.09289507278293892,-0.08636023309894716,-0.07906443956539212,-0.07114301080825809,-0.06271768911116897,-0.05390318025843621,-0.044858547598610146,-0.03568820986194074,-0.026522971883859336,-0.017485355392367733,-0.008647952317099514,-0.00011649308793157311,0.00804748655148848,0.015784883976759815,0.023055306154410996,0.029832774122770377,0.03608875722839431,0.04181043059476856,0.04700963286612026,0.051646395532710616,0.05573572825755923,0.059256758505643735,0.06221563040532256,0.06458910822094842,0.0663681728823927,0.06757076418437703,0.06815795714672541,0
-0.07696564537415389,-0.07737186849661976,-0.0781747725254831,-0.07936889686481861,-0.08094163467297806,-0.0828758166670204,-0.08512755899880062,-0.08767357707177079,-0.090448277692013,-0.09338968948598622,-0.09642257315476616,-0.09944196333548395,-0.10235538857092853,-0.10505392400150271,-0.10741082913543996,-0.1093005322834591,-0.11060676806699957,-0.11123330630578454,-0.11107054055064655,-0.11003655160093742,-0.10807112863780659,-0.10515421787354796,-0.10124698818703691,-0.0963891281056952,-0.09062366382844961,-0.08402563089501833,-0.07665863507914725,-0.06865937106179895,-0.06015264461500295,-0.05125630268099619,-0.04213220736522908,-0.03288919159993271,-0.023661468292849454,-0.014576096599478693,-0.0057094042607235065,0.0028312325625976255,0.010982105125154865,0.018682206666617285,0.02589213434645593,0.03258674189860779,0.038741762650651136,0.04434663792509082,0.04941687484524659,0.05391890046333151,0.05787344784877872,0.06126487076720252,0.06410569390612247,0.06637711018264386,0.0680753443659813,0.06922188753402472,0.06978021969882808,0
-0.07458912859084067,-0.07498457636047041,-0.0757670020387328,-0.0769310961582049,-0.07846677143891678,-0.08035916229580825,-0.0825668234402021,-0.08506893176247851,-0.087802659194836,-0.09070818943303718,-0.09371247936577908,-0.09671207236320944,-0.09961517925556554,-0.1023138207035555,-0.10468060160950009,-0.10658912428671936,-0.10792055661132145,-0.10857692064657543,-0.10844601814553224,-0.10744391420802576,-0.10550735534946099,-0.10261344953501542,-0.09872153091727039,-0.0938694261465483,-0.08810006800766769,-0.0814886236297413,-0.07409928377161724,-0.06607034078816124,-0.0575299064005635,-0.04859913895829529,-0.0394425601343365,-0.030173638420918934,-0.020929823670170808,-0.011842503233189715,-0.002991497661393318,0.0055145397376727716,0.013610137217820024,0.021232847918728922,0.02834461018860885,0.034921473641325085,0.04094369633930213,0.04640329787147865,0.05131955716415738,0.05566523589826321,0.059466716238324516,0.0627135177198301,0.06542433985527446,0.06758444115301764,0.06919509665875491,0.07028123733108264,0.07080862061971367,0
-0.07093732553354597,-0.07132674304432951,-0.07209811952547257,-0.07324637390889488,-0.07476391467870863,-0.07663817440562853,-0.0788301186344802,-0.08132132752021938,-0.08405151762021795,-0.08696289572386623,-0.08998417298521437,-0.09301310486854875,-0.09595819345442405,-0.09871179533152918,-0.1011453975628932,-0.10313117957354495,-0.10454712406791848,-0.1052929045477082,-0.10525316443691213,-0.10434155399139265,-0.10249144804602797,-0.09967675909240481,-0.09585483586908626,-0.09106163447331303,-0.0853400727650684,-0.07876555916001174,-0.07140300540126077,-0.06339253238797285,-0.05486580055612899,-0.045947463125419946,-0.03680460544571916,-0.027555562771261265,-0.018340875025391813,-0.00929607106385717,-0.0005042293090468247,0.00792506303621461,0.0159249694386772,0.023432045629312753,0.030409899827127825,0.03683612404824554,0.04269574086465037,0.047983629866314666,0.05272291025244979,0.05689256972643448,0.060524541530903114,0.06361339186066099,0.06618374348847672,0.06822452308874627,0.06974182573916904,0.07076388032200698,0.07125855674623072,0
-0.06600477468474127,-0.06639276392754237,-0.06716225051844146,-0.0683084924059541,-0.0698264178598004,-0.07170580282061738,-0.07391005899711425,-0.07642317546295027,-0.07918725289449488,-0.08214643644481015,-0.08523078646691647,-0.08833899873324336,-0.09137949629155345,-0.09424434852788963,-0.09680343058165305,-0.0989268588064284,-0.10048875264602934,-0.1013857852760501,-0.10149878266617333,-0.10073851709865236,-0.09903458361751152,-0.09635726831306779,-0.09266171516094676,-0.0879819554939299,-0.08236092054856184,-0.07587434065348544,-0.06858796543773493,-0.0606439710302321,-0.052177796905441415,-0.043317779638917905,-0.034233517244052276,-0.025048443308171506,-0.015906072340989282,-0.006945916427800345,0.0017459078715314075,0.010059179946547309,0.01792606970887701,0.025282529475472396,0.032094122770340225,0.038340288642889644,0.044011008633997505,0.0491042424291083,0.05364695309860777,0.05762417639876328,0.0610732511606917,0.06399358768504079,0.06641541254760727,0.06833087718874609,0.06975061544264605,0.07070596831670364,0.07116671001687411,0
-0.05985720283199661,-0.06024789444138878,-0.06102372928054657,-0.06218045289808582,-0.06371559528310283,-0.06562138391346736,-0.06786379077346513,-0.070429302228053,-0.07326232517391215,-0.07630892861479044,-0.07950018571936315,-0.08273551361906728,-0.08592293199061307,-0.08895362441173148,-0.09169535871184425,-0.09401553389986206,-0.09578370330653865,-0.09689286477308502,-0.09721930367639155,-0.0966704056478378,-0.09517151658307511,-0.09268881023657911,-0.08917494596736611,-0.08466193636933614,-0.07919270219077938,-0.07284334912911038,-0.06568055832193766,-0.057848778753641236,-0.04948743906457437,-0.04072874880497186,-0.031744813001830546,-0.022664392191615364,-0.013633891528320797,-0.004796684640629384,0.003758275361488827,0.011920384949620798,0.01962115397326101,0.02679627278416916,0.033413495726267284,0.03945437137207699,0.044913994147149326,0.049793561108153396,0.05412382813260712,0.05789565231430185,0.06115160396454206,0.06389566542074981,0.06616330549075335,0.06794943454572813,0.0692689115607204,0.07015597371706656,0.07058205820964109,0
-0.05258927520903866,-0.05298611674605057,-0.05377519615837903,-0.05495293250459495,-0.05651960143907086,-0.05847005897496851,-0.06077303604090748,-0.06341769544583326,-0.06635077105299314,-0.06952032791524991,-0.07285820709786607,-0.0762644044242503,-0.07964628400367074,-0.08289360038367627,-0.08587154930947415,-0.08844417978086394,-0.09047578629175664,-0.09185502035766059,-0.09245287336373219,-0.09217281245719283,-0.0909354232617037,-0.08870224108022373,-0.08542311030109932,-0.08112788740548096,-0.07585940490164236,-0.06969415589142004,-0.0626998140480017,-0.055023289131928395,-0.04680816980247087,-0.038190708968200766,-0.029345541735641946,-0.020406959093780843,-0.011524192984380002,-0.002844382873597658,0.0055408731002821,0.013520791597446862,0.021026519954167364,0.027993776185594732,0.03439268798160306,0.04020713225618881,0.04543743002380494,0.0500881088251575,0.054193612166423495,0.057750354190963964,0.06080593540776988,0.06336857889526973,0.06547859844775598,0.06713319058884641,0.06835109953239794,0.06916922088097066,0.06956038599029943,0
-0.04435841663075482,-0.0447639548775689,-0.045571398929266205,-0.04677806352089549,-0.048387175643688364,-0.05039646577535509,-0.05277771015501606,-0.055523021726270404,-0.05858159126840618,-0.06190364609570867,-0.0654216636224014,-0.06903617105779936,-0.0726537132329022,-0.07616216327951264,-0.07942373734143611,-0.08229855492953801,-0.08464500798679966,-0.08634676514626052,-0.08726877559437313,-0.08731005580909706,-0.08638590304420166,-0.08445267002426413,-0.0814570190386386,-0.07742647459052278,-0.0724036499621713,-0.06646539143642202,-0.05968038961122422,-0.05219815822427766,-0.04416656573461131,-0.03572604551098561,-0.027053803534957684,-0.018289826686649285,-0.009586121360793906,-0.001093523164455961,0.00709391164154477,0.014865372864866475,0.022151901388134658,0.028889481109980263,0.03505073578071617,0.040622044532297515,0.04560902831416547,0.05001957199758602,0.05389165173327101,0.057226953115428685,0.060077886608428305,0.062456537794833726,0.0644076477791751,0.06593024036041786,0.06704658901352337,0.06779600156565076,0.06815241558432533,0
-0.03535641182306262,-0.035771957877042404,-0.036600447436487715,-0.03784035851512548,-0.03949814744633112,-0.04157475520753192,-0.044045397921694936,-0.046905530576116,-0.05010707251580904,-0.05360271154757284,-0.05732558062663727,-0.06117682342060029,-0.0650621317320223,-0.06886717404668899,-0.07245087983705824,-0.0756689582136945,-0.07837334387697956,-0.08044215004231794,-0.081733579836946,-0.08214168523608116,-0.081575949594594,-0.07998699380828894,-0.07731790401691387,-0.07359364861453735,-0.06885642659370596,-0.06318334223808768,-0.05664406984497382,-0.049390802580668774,-0.04157572346130614,-0.03334352828168832,-0.02487402457355839,-0.016312996290083398,-0.007815167628374092,0.00046499098236872736,0.008431156298835063,0.015972597091994365,0.023020464352989354,0.029511197563694233,0.03541997163899129,0.04073579578770612,0.04546961825216196,0.049632636937752744,0.05326615399285834,0.056376830388196575,0.059021646324371964,0.061216132042569066,0.06300902880941542,0.06440075501035097,0.06541675186713858,0.06609848663641879,0.0664207074244786,0
-0.025816795903975447,-0.026242301259504948,-0.027091826927993123,-0.028365320586022803,-0.03007281022579446,-0.03221886275823047,-0.03478262903960416,-0.03776340775221009,-0.0411162591116806,-0.04479675649453193,-0.048738870265167475,-0.05284459015854051,-0.05701886230728584,-0.06114499006220071,-0.06507843554972459,-0.06867014856695541,-0.07176518276008692,-0.07423562319633142,-0.07593230899981379,-0.07674386379906839,-0.07657346477950958,-0.0753654769967958,-0.07305900417936156,-0.06967619697509914,-0.06525858531043499,-0.05988336671217162,-0.05362110342357024,-0.046626654563011,-0.03905645322268079,-0.031059457436902117,-0.022818076710463348,-0.01448390365519147,-0.00621429767764823,0.0018327016837764807,0.009558717164846645,0.01685316443146744,0.023647486346990394,0.029878726761705568,0.03552459954810079,0.04057682549468424,0.04505166157702776,0.04896349974105582,0.05235671131509698,0.05524263016496279,0.05768254461966653,0.059694977095505204,0.06133223387366197,0.06259573030247796,0.06351370766885116,0.06412954255324083,0.06441849028374966,0
-0.016000418457787657,-0.016434389341089768,-0.017302078530059842,-0.018605237686483186,-0.02035785849694334,-0.022568613534664203,-0.025221168902893495,-0.02831925698976253,-0.03182161877004407,-0.035687256746993065,-0.03985131741894936,-0.04421701285193874,-0.048688791366505474,-0.053147608198985494,-0.05744542296481294,-0.06142823877131514,-0.06493396209943242,-0.06782830269846882,-0.06995424713404273,-0.07119460588934254,-0.07144582285896427,-0.07064553695602022,-0.06872848773063017,-0.06571372038850948,-0.06164179942007543,-0.0565897917890328,-0.05062900282110565,-0.043916857273150714,-0.03661387431333611,-0.028873197611690292,-0.020879806160556243,-0.012791024055753095,-0.004766738641289306,0.0030315065847432814,0.010503513225925711,0.017538871718859005,0.024069463682868865,0.030033051595127667,0.03540980852454062,0.04019421566166006,0.044407788010295934,0.04806793705354186,0.051221818292154817,0.053885171468227015,0.056123336537805615,0.05795737816414269,0.05944276241809185,0.06058157634029572,0.06140451740507686,0.06195664641629091,0.062213436956199686,0
-0.006208012261774736,-0.006647157437602412,-0.007526575852359999,-0.008850212872235367,-0.010636488466092567,-0.012898768665241495,-0.015625936071462242,-0.01882688827456034,-0.02246476913190823,-0.026502723605006284,-0.03087763013945652,-0.03549448727746086,-0.04025768720571525,-0.04504606829253423,-0.04970824080037819,-0.054085268227672,-0.058007840655860586,-0.06133508932913348,-0.06390181200159169,-0.06558469995110526,-0.06627311014783993,-0.06589754788092049,-0.0643880102045608,-0.061760116391247594,-0.05805310622975804,-0.053343609732195256,-0.047703444047863516,-0.04129238002291284,-0.03427472584437583,-0.02680761709651883,-0.01907848630821739,-0.011250184328798103,-0.0034849627655906303,0.004052238810613756,0.0112596769348282,0.01802712509675962,0.02428703308135184,0.029977976924549787,0.03508244898429435,0.039597704475277606,0.04355042837287703,0.04696080823549213,0.049878464682951165,0.052323297227419324,0.054364425680096244,0.05602500043745569,0.05736325720497356,0.05838168966064638,0.05911311588922712,0.05960407699672565,0.05982999365248615,0
